race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
NE_2_2012,NE_2,2012,263731,LEE TERRY,Republican,I,JOHN W EWING JR,Democrat,C,1.59,2033246.3,585171.13,6.0,-1.1
NE_2_2014,NE_2,2014,171509,BRAD ASHFORD,Democrat,C,LEE TERRY,Republican,I,3.33,1231468.32,3084768.22,4.0,5.7
NE_2_2016,NE_2,2016,288308,DON BACON,Republican,C,BRAD ASHFORD,Democrat,I,1.2,1579008.03,2526950.05,4.0,1.1
NE_2_2018,NE_2,2018,248485,DON BACON,Republican,I,KARA EASTMAN,Democrat,C,1.99,2600431.85,2549874.69,4.0,-8.6
NE_2_2020,NE_2,2020,336962,DON BACON,Republican,I,KARA EASTMAN,Democrat,C,4.56,3755143.73,4578198.75,4.0,-3.1
NE_3_2010,NE_3,2010,167243,ADRIAN SMITH,Republican,I,REBEKAH DAVIS,Democrat,C,52.23,972219.88,54493.36,24.0,6.8
NE_3_2012,NE_3,2012,252689,ADRIAN SMITH,Republican,I,MARK SULLIVAN,Democrat,C,48.34,705515.2,35860.0,23.0,-1.1
NE_3_2014,NE_3,2014,184964,ADRIAN SMITH,Republican,I,MARK SULLIVAN,Democrat,C,50.78,877939.64,63507.57,23.0,5.7
NE_3_2018,NE_3,2018,213304,ADRIAN SMITH,Republican,I,PAUL THEOBALD,Democrat,C,53.44,1612145.02,73490.07,27.0,-8.6
NE_3_2020,NE_3,2020,286770,ADRIAN SMITH,Republican,I,MARK ELWORTH JR,Democrat,C,60.84,1153644.41,0.0,27.0,-3.1
NH_1_2010,NH_1,2010,225124,FRANK C GUINTA,Republican,C,CAROL SHEA-PORTER,Democrat,I,11.62,1558944.46,1682123.62,0.0,6.8
NH_1_2012,NH_1,2012,345022,CAROL SHEA-PORTER,Democrat,I,FRANK C GUINTA,Republican,C,3.77,1696702.75,1869673.46,0.0,-1.1
NH_1_2014,NH_1,2014,242736,FRANK C GUINTA,Republican,I,CAROL SHEA-PORTER,Democrat,C,3.6,1261539.04,1714914.56,1.0,5.7
NH_1_2016,NH_1,2016,365984,CAROL SHEA-PORTER,Democrat,C,FRANK C GUINTA,Republican,I,1.34,1554745.36,1545515.37,1.0,1.1
NH_1_2018,NH_1,2018,291039,CHRIS PAPPAS,Democrat,O,EDDIE EDWARDS,Republican,O,8.55,2105498.06,1217271.65,2.0,-8.6
NH_1_2020,NH_1,2020,400661,CHRIS PAPPAS,Democrat,I,MATT MOWERS,Republican,C,5.1,3122213.85,1758300.07,2.0,-3.1
NH_2_2010,NH_2,2010,224663,CHARLES BASS,Republican,O,ANN MCLANE KUSTER,Democrat,O,1.58,1249004.97,2486894.0,-3.0,6.8
NH_2_2012,NH_2,2012,337394,ANN MCLANE KUSTER,Democrat,C,CHARLES F BASS,Republican,I,4.83,3173921.36,2072140.92,-3.0,-1.1
NH_2_2014,NH_2,2014,238184,ANN M KUSTER,Democrat,I,MARILINDA GARCIA,Republican,C,10.0,3641777.18,1195083.72,-3.0,5.7
NH_2_2016,NH_2,2016,350509,ANN M KUSTER,Democrat,I,JIM LAWRENCE,Republican,C,4.44,2182810.77,104872.73,-3.0,1.1
NH_2_2018,NH_2,2018,279705,ANNE MCLANE KUSTER,Democrat,I,STEVEN NEGRON,Republican,C,13.36,3357381.2,454910.24,-2.0,-8.6
NH_2_2020,NH_2,2020,386441,ANN M KUSTER,Democrat,I,STEVEN NEGRON,Republican,C,10.2,3055351.43,459541.62,-2.0,-3.1
NJ_10_2010,NJ_10,2010,111877,DONALD M PAYNE,Democrat,I,MICHAEL J ALONSO,Republican,,72.35,530169.62,,-33.0,6.8
NJ_10_2012,NJ_10,2012,230060,DONALD M PAYNE JR,Democrat,I,BRIAN C KELEMEN,Republican,,77.01,582654.02,,-31.0,-1.1
NJ_10_2014,NJ_10,2014,112123,DONALD M PAYNE JR,Democrat,I,YOLANDA DENTLEY,Republican,,72.76,552332.25,,-34.0,5.7
NJ_10_2016,NJ_10,2016,222771,DONALD M PAYNE JR,Democrat,I,DAVID H PINCKNEY,Republican,,73.8,494593.99,,-34.0,1.1
NJ_10_2018,NJ_10,2018,200159,DONALD M PAYNE JR,Democrat,I,AGHA KHAN,Republican,,77.47,568615.06,,-36.0,-8.6
NJ_10_2020,NJ_10,2020,290009,DONALD M PAYNE JR,Democrat,I,JENNIFER ZINONE,Republican,,69.39,464776.89,,-36.0,-3.1
NJ_11_2010,NJ_11,2010,181800,RODNEY P FRELINGHUYSEN,Republican,I,DOUGLAS HERBERT,Democrat,C,36.68,1104387.76,42258.04,7.0,6.8
NJ_11_2012,NJ_11,2012,309859,RODNEY P FRELINGHUYSEN,Republican,I,JOHN ARVANITES,Democrat,C,18.83,1184498.09,99056.28,5.0,-1.1
NJ_11_2014,NJ_11,2014,174932,RODNEY P FRELINGHUYSEN,Republican,I,MARK DUNEC,Democrat,C,25.14,1442972.54,173617.22,6.0,5.7
NJ_11_2016,NJ_11,2016,334992,RODNEY P FRELINGHUYSEN,Republican,I,JOSEPH M WENZEL,Democrat,,19.15,1672002.44,,6.0,1.1
NJ_11_2018,NJ_11,2018,323574,MIKIE SHERRILL,Democrat,O,JAY WEBBER,Republican,O,14.64,8168084.08,1646820.97,3.0,-8.6
NJ_11_2020,NJ_11,2020,441176,MIKIE SHERRILL,Democrat,I,ROSEMARY BECCHI,Republican,C,6.61,3807868.3,1697769.2,3.0,-3.1
NJ_12_2010,NJ_12,2010,204002,RUSH D HOLT,Democrat,I,SCOTT SIPPRELLE,Republican,C,7.15,2958135.47,2103571.17,-5.0,6.8
NJ_12_2012,NJ_12,2012,274378,RUSH D HOLT,Democrat,I,ERIC A BECK,Republican,C,39.73,1511879.77,129280.97,-12.0,-1.1
NJ_12_2014,NJ_12,2014,148366,BONNIE WATSON,Democrat,O,ALIETA ECK,Republican,O,24.44,1388282.82,223878.72,-14.0,5.7
NJ_12_2016,NJ_12,2016,288634,BONNIE WATSON COLEMAN,Democrat,I,STEVEN J UCCIO,Republican,,30.84,1030812.46,,-14.0,1.1
NJ_12_2018,NJ_12,2018,252375,BONNIE WATSON COLEMAN,Democrat,I,DARYL KIPNIS,Republican,C,37.36,846026.64,24708.35,-16.0,-8.6
NJ_12_2020,NJ_12,2020,351725,BONNIE WATSON COLEMAN,Democrat,I,MARK RAZZOLI,Republican,C,33.06,848941.86,1142.41,-16.0,-3.1
NJ_13_2010,NJ_13,2010,84796,ALBIO SIRES,Democrat,I,HENRIETTA DWYER,Republican,C,51.07,708762.9,4873.0,-21.0,6.8
NJ_1_2010,NJ_1,2010,168267,ROBERT E ANDREWS,Democrat,I,DALE GLADING,Republican,C,28.39,1293841.45,65075.0,-12.0,6.8
NJ_1_2012,NJ_1,2012,308519,ROBERT E ANDREWS,Democrat,I,GREGORY W HORTON,Republican,,38.25,1449946.64,,-12.0,-1.1
NJ_1_2014,NJ_1,2014,162492,DONALD W NORCROSS,Democrat,I,GARRY W COBB,Republican,C,18.0,2076613.77,108463.77,-13.0,5.7
NJ_1_2016,NJ_1,2016,305473,DONALD NORCROSS,Democrat,I,BOB PATTERSON,Republican,,23.19,2358006.4,,-13.0,1.1
NJ_1_2018,NJ_1,2018,263418,DONALD W NORCROSS,Democrat,I,PAUL E DILKS,Republican,C,31.13,1503682.38,13985.83,-13.0,-8.6
NJ_1_2020,NJ_1,2020,385030,DONALD NORCROSS,Democrat,I,CLAIRE H GUSTAFSON,Republican,C,24.96,1102256.91,21761.17,-13.0,-3.1
NJ_2_2010,NJ_2,2010,167120,FRANK A LOBIONDO,Republican,I,GARY STEIN,Democrat,,34.57,1430663.82,,-1.0,6.8
NJ_2_2012,NJ_2,2012,289069,FRANK A LOBIONDO,Republican,I,CASSANDRA SHOBER,Democrat,C,17.37,1336918.44,47592.62,0.0,-1.1
NJ_2_2014,NJ_2,2014,177148,FRANK A LOBIONDO,Republican,I,WILLIAM J HUGHES JR,Democrat,C,24.19,2425939.83,756353.94,-1.0,5.7
NJ_2_2016,NJ_2,2016,297795,FRANK A LOBIONDO,Republican,I,DAVID H COLE,Democrat,C,21.99,1640946.72,127591.76,-1.0,1.1
NJ_2_2018,NJ_2,2018,258363,JEFF VAN DREW,Democrat,O,SETH GROSSMAN,Republican,O,7.67,1893108.28,308650.87,1.0,-8.6
NJ_2_2020,NJ_2,2020,376547,JEFFERSON VAN DREW,Republican,I,AMY KENNEDY,Democrat,C,5.76,4138860.95,5042549.44,1.0,-3.1
NJ_3_2010,NJ_3,2010,220309,JON RUNYAN,Republican,C,JOHN H ALDER,Democrat,I,2.71,1618072.69,3285638.23,1.0,6.8
NJ_3_2012,NJ_3,2012,324399,JON RUNYAN,Republican,I,SHELLEY ADLER,Democrat,C,8.86,1999879.25,1047627.22,2.0,-1.1
NJ_3_2014,NJ_3,2014,186103,TOM MACARTHUR,Republican,O,AIMEE BELGARD,Democrat,O,9.64,5648742.47,1773981.28,1.0,5.7
NJ_3_2016,NJ_3,2016,328060,THOMAS MACARTHUR,Republican,I,FREDERICK JOHN LAVERGNE,Democrat,C,20.44,1918372.99,0.0,1.0,1.1
NJ_3_2018,NJ_3,2018,306875,ANDY KIM,Democrat,C,TOM MACARTHUR,Republican,I,1.29,6375721.12,4764500.11,2.0,-8.6
NJ_3_2020,NJ_3,2020,431762,ANDY KIM,Democrat,I,DAVID RICHTER,Republican,C,7.76,6869993.74,1555148.13,2.0,-3.1
NJ_4_2010,NJ_4,2010,186938,CHRISTOPHER H SMITH,Republican,I,HOWARD KLEINHENDLER,Democrat,C,41.53,676771.25,127662.65,6.0,6.8
NJ_4_2012,NJ_4,2012,306247,CHRISTOPHER H SMITH,Republican,I,BRIAN P FROELICH,Democrat,C,28.46,622377.75,85984.68,7.0,-1.1
NJ_4_2014,NJ_4,2014,174849,CHRISTOPHER H SMITH,Republican,I,RUBEN M SCOLAVINO,Democrat,C,36.84,459641.25,8037.51,7.0,5.7
NJ_4_2016,NJ_4,2016,332684,CHRISTOPHER H SMITH,Republican,I,LORNA PHILLIPSON,Democrat,C,30.2,665374.49,160214.3,7.0,1.1
NJ_4_2018,NJ_4,2018,294348,CHRISTOPHER H SMITH,Republican,I,JOSHUA WELLE,Democrat,C,12.33,1550010.36,1851243.84,8.0,-8.6
NJ_4_2020,NJ_4,2020,424368,CHRISTOPHER H SMITH,Republican,I,STEPHANIE SCHMID,Democrat,C,21.6,1288378.48,760175.5,8.0,-3.1
NJ_5_2010,NJ_5,2010,190993,SCOTT GARRETT,Republican,I,TOD THEISE,Democrat,C,32.15,911354.78,22939.7,7.0,6.8
NJ_5_2012,NJ_5,2012,304371,SCOTT GARRETT,Republican,I,ADAM GUSSEN,Democrat,C,12.29,1110176.9,51444.28,4.0,-1.1
NJ_5_2014,NJ_5,2014,188921,SCOTT GARRETT,Republican,I,ROY CHO,Democrat,C,12.11,2245456.46,1251518.41,4.0,5.7
NJ_5_2016,NJ_5,2016,337701,JOSHUA S GOTTHEIMER,Democrat,C,SCOTT GARRETT,Republican,I,4.41,4720617.11,4361463.81,4.0,1.1
NJ_5_2018,NJ_5,2018,301823,JOSH GOTTHEIMER,Democrat,I,JOHN J MCCANN JR,Republican,C,13.68,2936325.74,936653.3,3.0,-8.6
NJ_5_2020,NJ_5,2020,423636,JOSH GOTTHEIMER,Democrat,I,FRANK T PALLOTTA,Republican,C,7.52,3593230.36,2077177.03,3.0,-3.1
NJ_6_2010,NJ_6,2010,149662,FRANK PALLONE JR,Democrat,I,ANNA C LITTLE,Republican,C,11.04,2573746.73,478485.23,-8.0,6.8
NJ_6_2012,NJ_6,2012,239638,FRANK PALLONE JR,Democrat,I,ANNA LITTLE,Republican,C,28.13,1593292.08,538477.51,-6.0,-1.1
NJ_6_2014,NJ_6,2014,120457,FRANK PALLONE JR,Democrat,I,ANTHONY E WILKINSON,Republican,C,21.0,5292910.4,134056.78,-8.0,5.7
NJ_6_2016,NJ_6,2016,263435,FRANK PALLONE JR,Democrat,I,BRENT SONNEK-SCHMELZ,Republican,C,28.84,1879868.25,75669.78,-8.0,1.1
NJ_6_2018,NJ_6,2018,221195,FRANK PALLONE JR,Democrat,I,RICHARD J PEZZULLO,Republican,C,27.27,1722276.51,51205.89,-9.0,-8.6
NJ_6_2020,NJ_6,2020,326408,FRANK PALLONE JR,Democrat,I,CHRISTIAN ONUOHA,Republican,,22.33,2030032.81,,-9.0,-3.1
NJ_7_2010,NJ_7,2010,176986,LEONARD LANCE,Republican,I,ED POTOSNAK,Democrat,C,18.75,1197141.46,345163.16,3.0,6.8
NJ_7_2012,NJ_7,2012,307315,LEONARD LANCE,Republican,I,UPENDRA J CHIVUKULA,Democrat,C,17.12,1334015.1,954469.61,6.0,-1.1
NJ_7_2014,NJ_7,2014,175997,LEONARD LANCE,Republican,I,JANICE KOVACH,Democrat,C,20.49,1031919.89,116468.28,6.0,5.7
NJ_7_2016,NJ_7,2016,343635,LEONARD LANCE,Republican,I,PETER JACOB,Democrat,C,10.96,1278475.07,305973.52,6.0,1.1
NJ_7_2018,NJ_7,2018,322742,TOM MALINOWSKI,Democrat,C,LEONARD LANCE,Republican,I,5.02,6246478.55,2747582.63,3.0,-8.6
NJ_7_2020,NJ_7,2020,433947,TOM MALINOWSKI,Democrat,I,THOMAS H KEAN JR,Republican,C,1.22,7503596.87,3840650.57,3.0,-3.1
NJ_8_2010,NJ_8,2010,141208,BILL BASCRELL JR,Democrat,I,ROLAND STRATEN,Republican,C,26.52,,168540.46,-10.0,6.8
NJ_8_2012,NJ_8,2012,167790,ALBIO SIRES,Democrat,I,MARIA KARCZEWSKI,Republican,,59.06,660823.72,,-20.0,-1.1
NJ_8_2014,NJ_8,2014,79518,ALBIO SIRES,Democrat,I,JUDE ANTHONY TISCORNIA,Republican,,58.31,581949.99,,-24.0,5.7
NJ_8_2016,NJ_8,2016,174889,ALBIO SIRES,Democrat,I,AGHA KHAN,Republican,,58.55,582646.82,,-24.0,1.1
NJ_8_2018,NJ_8,2018,153455,ALBIO SIRES,Democrat,I,JOHN R MUNIZ,Republican,C,59.4,596546.56,5953.72,-27.0,-8.6
NJ_8_2020,NJ_8,2020,238773,ALBIO SIRES,Democrat,I,JASON TODD MUSHNICK,Republican,,49.45,551324.8,,-27.0,-3.1
NJ_9_2010,NJ_9,2010,137626,STEVEN R ROTHMAN,Democrat,I,MICHAEL A AGOSTA,Republican,C,22.88,1279071.85,196395.06,-9.0,6.8
NJ_9_2012,NJ_9,2012,220133,BILL PASCRELL JR,Democrat,I,SHMULEY BOTEACH,Republican,C,48.94,3506000.12,308781.26,-11.0,-1.1
NJ_9_2014,NJ_9,2014,120459,BILL PASCRELL,Democrat,I,DIERDRE G PAUL,Republican,C,38.4,,8823.0,-14.0,5.7
NJ_9_2016,NJ_9,2016,233242,BILL PASCRELL JR,Democrat,I,HECTOR L CASTILLO,Republican,C,41.7,,99778.6,-14.0,1.1
NJ_9_2018,NJ_9,2018,200416,BILL PASCRELL JR,Democrat,I,ERIC P FISHER,Republican,,41.4,1413307.05,,-16.0,-8.6
NJ_9_2020,NJ_9,2020,309542,BILL PASCRELL JR,Democrat,,BILLY PREMPEH,Republican,,33.94,,,-16.0,-3.1
NM_1_2010,NM_1,2010,216225,MARTIN HEINRICH,Democrat,I,JONATHAN L BARELA,Republican,C,3.61,2770752.23,1421034.49,-5.0,6.8
NM_1_2012,NM_1,2012,275856,MICHELLE LUJAN GRISHAM,Democrat,O,JANICE E ARNOLD-JONES,Republican,O,18.29,1809037.0,578878.86,-5.0,-1.1
NM_1_2014,NM_1,2014,180032,MICHELLE LUJAN GRISHAM,Democrat,I,MICHAEL H FRESE,Republican,C,17.17,1509600.3,342709.52,-7.0,5.7
NM_1_2016,NM_1,2016,277967,MICHELLE LUJAN GRISHAM,Democrat,I,RICHARD GREGORY PRIEM,Republican,,30.29,2038669.08,,-7.0,1.1
NM_1_2018,NM_1,2018,249162,DEBRA A HAALAND,Democrat,O,JANICE E ARNOLD-JONES,Republican,O,22.81,2187367.02,319022.65,-7.0,-8.6
NM_1_2020,NM_1,2020,321290,DEBRA A HAALAND,Democrat,I,MICHELLE GARCIA HOLMES,Republican,C,16.38,1903520.46,383583.73,-7.0,-3.1
NM_2_2010,NM_2,2010,169761,STEVE PEARCE,Republican,C,HARRY TEAGUE,Democrat,I,10.81,2417905.4,2066529.17,6.0,6.8
NM_2_2012,NM_2,2012,225515,STEVEN PEARCE,Republican,I,EVELYN MADRID ERHARD,Democrat,C,18.19,1121521.36,85604.93,6.0,-1.1
NM_2_2014,NM_2,2014,147777,STEVEN PEARCE,Republican,I,"ROXANNE ""ROCKY"" LARA",Democrat,C,28.9,2282213.08,1415026.93,5.0,5.7
NM_2_2016,NM_2,2016,228817,STEVAN PEARCE,Republican,I,MERRIE LEE SOULES,Democrat,C,25.47,975999.4,409639.54,5.0,1.1
NM_2_2018,NM_2,2018,199256,XOCHITL TORRES SMALL,Democrat,O,YVETTE HERRELL,Republican,O,1.87,4641990.04,1341381.29,6.0,-8.6
NM_2_2020,NM_2,2020,264946,YVETTE HERRELL,Republican,C,XOCHITL TORRES SMALL,Democrat,I,7.45,2984195.58,8630945.41,6.0,-3.1
NM_3_2010,NM_3,2010,210665,BEN RAY LUJAN,Democrat,I,THOMAS E MULLINS,Republican,C,13.97,1169388.81,346077.68,-7.0,6.8
NM_3_2012,NM_3,2012,264719,BEN RAY LUJAN,Democrat,I,JEFFERSON L BYRD,Republican,C,26.25,845161.97,94922.36,-7.0,-1.1
NM_3_2014,NM_3,2014,184076,BEN RAY LUJAN,Democrat,I,JEFFERSON L BYRD,Republican,C,23.07,1045767.5,110501.41,-8.0,5.7
NM_3_2016,NM_3,2016,273342,BEN RAY LUJAN,Democrat,I,MICHAEL H ROMERO,Republican,C,24.83,1876470.93,98904.39,-8.0,1.1
NM_3_2018,NM_3,2018,244893,BEN R LUJAN,Democrat,I,JERALD STEVE MCFALL,Republican,,32.17,2352262.18,,-8.0,-8.6
NM_3_2020,NM_3,2020,317448,TERESA LEGER FERNANDEZ,Democrat,O,ALEXIS M JOHNSON,Republican,O,17.36,2143697.14,156175.45,-8.0,-3.1
NV_1_2010,NV_1,2010,167206,SHELLEY BERKLEY,Democrat,I,KENNETH A WEGNER,Republican,C,26.46,1992403.26,72481.65,-10.0,6.8
NV_1_2012,NV_1,2012,179278,DINA TITUS,Democrat,O,CHRIS EDWARDS,Republican,O,32.04,1219620.66,180116.36,-11.0,-1.1
NV_1_2014,NV_1,2014,80299,DINA TITUS,Democrat,I,ANNETTE TEIJEIRO,Republican,C,18.97,1012672.32,168068.06,-14.0,5.7
NV_1_2016,NV_1,2016,188352,DINA TITUS,Democrat,I,MARY PERRY,Republican,C,33.11,831769.5,30999.3,-14.0,1.1
NV_1_2018,NV_1,2018,152201,DINA TITUS,Democrat,I,JOYCE BENTLEY,Republican,,35.3,793261.5,,-15.0,-8.6
NV_1_2020,NV_1,2020,223213,DINA TITUS,Democrat,I,JOYCE BENTLEY,Republican,,28.39,589979.09,,-15.0,-3.1
NV_2_2010,NV_2,2010,267708,DEAN HELLER,Republican,I,NANCY PRICE,Democrat,C,30.64,806680.65,8929.38,5.0,6.8
NV_2_2012,NV_2,2012,281449,MARK E AMODEI,Republican,I,SAMUEL KOEPNICK,Democrat,,21.39,1130881.55,,5.0,-1.1
NV_2_2014,NV_2,2014,186210,MARK E AMODEI,Republican,I,KRISTEN SPEES,Democrat,C,37.8,698200.81,10904.0,5.0,5.7
NV_2_2016,NV_2,2016,313336,MARK E AMODEI,Republican,I,"H D ""CHIP"" EVANS",Democrat,,21.37,920531.45,,5.0,1.1
NV_2_2018,NV_2,2018,287537,MARK E AMODEI,Republican,I,CLINT KOBLE,Democrat,C,16.46,1105499.66,162414.07,7.0,-8.6
NV_2_2020,NV_2,2020,382673,MARK E AMODEI,Republican,I,PATRICIA ACKERMAN,Democrat,C,15.76,1048739.27,460921.44,7.0,-3.1
NV_3_2010,NV_3,2010,267874,JOSEPH JOHN HECK,Republican,C,DINA TITUS,Democrat,I,0.65,1409242.19,2624688.02,-2.0,6.8
NV_3_2012,NV_3,2012,272523,JOSEPH J HECK,Republican,I,JOHN OCEGUERA,Democrat,C,7.49,2346654.27,1530430.82,0.0,-1.1
NV_3_2014,NV_3,2014,145719,JOSEPH J HECK,Republican,I,ERIN BILBRAY,Democrat,C,24.63,1979831.52,1156609.84,0.0,5.7
NV_3_2016,NV_3,2016,310963,JACKY ROSEN,Democrat,O,DANNY TARKANIAN,Republican,O,1.27,1715492.88,2074061.09,0.0,1.1
NV_3_2018,NV_3,2018,286168,SUSIE LEE,Democrat,O,DANNY TARKANIAN,Republican,O,9.06,5075147.2,2492030.66,2.0,-8.6
NV_3_2020,NV_3,2020,417252,SUSIE LEE,Democrat,I,"DAN ""BIG DAN"" RODIMER",Republican,C,2.98,4781542.68,3131213.48,2.0,-3.1
NV_4_2012,NV_4,2012,240492,STEVEN A HORSFORD,Democrat,I,DANNY TARKANIAN,Republican,C,8.0,1705209.95,1332798.71,-2.0,-1.1
NV_4_2014,NV_4,2014,130781,CRESENT HARDY,Republican,C,STEVEN A HORSFORD,Democrat,I,2.77,383493.9,1934821.85,-4.0,5.7
NV_4_2016,NV_4,2016,265846,RUBEN KIHUEN,Democrat,C,CRESENT HARDY,Republican,I,4.01,2238399.73,1931341.23,-4.0,1.1
NV_4_2018,NV_4,2018,234868,STEVEN A HORSFORD,Democrat,O,CRESENT HARDY,Republican,O,8.18,2255315.24,889839.7,-3.0,-8.6
NV_4_2020,NV_4,2020,332469,STEVEN HORSFORD,Democrat,I,JIM MARCHANT,Republican,C,4.86,3048784.98,1550714.52,-3.0,-3.1
NY_10_2010,NY_10,2010,119872,EDOLPHUS TOWNS,Democrat,I,DIANA MUNIZ,Republican,,73.47,1660794.36,,-38.0,6.8
NY_10_2012,NY_10,2012,236323,JERROLD NADLER,Democrat,I,MICHAEL W CHAN,Republican,,54.82,1471936.4,,-24.0,-1.1
NY_10_2014,NY_10,2014,113226,JERROLD NADLER,Democrat,I,ROSS BRADY,Other,,68.04,1276209.66,,-23.0,5.7
NY_10_2016,NY_10,2016,266516,JERROLD NADLER,Democrat,I,PHILIP ROSENTHAL,Republican,C,51.97,1249189.56,68903.04,-23.0,1.1
NY_10_2018,NY_10,2018,210958,JERROLD L NADLER,Democrat,I,NAOMI LEVIN,Republican,C,64.22,1544540.69,79218.12,-26.0,-8.6
NY_10_2020,NY_10,2020,289130,JERROLD L NADLER,Democrat,I,CATHY A BERNSTEIN,Republican,C,48.22,1960859.83,28384.03,-26.0,-3.1
NY_11_2010,NY_11,2010,124914,YVETTE D CLARKE,Democrat,I,HUGH C CARR,Republican,,76.19,714585.11,,-38.0,6.8
NY_11_2014,NY_11,2014,110999,MICHAEL G GRIMM,Republican,I,DOMENIC M RECCHIA JR,Democrat,C,12.29,2034806.78,2469658.52,2.0,5.7
NY_11_2016,NY_11,2016,251718,DANIEL M DONOVAN JR,Republican,I,RICHARD A REICHARD,Democrat,C,22.91,1807089.33,31961.94,2.0,1.1
NY_11_2018,NY_11,2018,192173,MAX N ROSE,Democrat,C,DAN DONOVAN,Republican,I,6.44,4441148.2,2694356.32,3.0,-8.6
NY_11_2020,NY_11,2020,301351,NICOLE MALLIOTAKIS,Republican,C,MAX N ROSE,Democrat,I,6.11,3483560.24,9537934.79,3.0,-3.1
NY_12_2010,NY_12,2010,86753,NYDIA M VELAZQUEZ,Democrat,I,ALICE GAFFNEY,Other,,73.94,690874.78,,-33.0,6.8
NY_12_2012,NY_12,2012,268287,CAROLYN B MALONEY,Democrat,I,CHRISTOPHER R WIGHT,Republican,C,54.7,1862564.55,111894.42,-38.0,-1.1
NY_12_2014,NY_12,2014,117420,CAROLYN B MALONEY,Democrat,I,NICHOLAS S DI IORIO,Republican,C,57.8,1457836.38,83761.93,-27.0,5.7
NY_12_2016,NY_12,2016,312289,CAROLYN B MALONEY,Democrat,I,ROBERT ARDINI,Republican,,62.43,1709742.28,,-27.0,1.1
NY_12_2018,NY_12,2018,251877,CAROLYN B MALONEY,Democrat,I,ELIOT RABIN,Republican,C,74.24,2407391.51,35435.16,-31.0,-8.6
NY_12_2020,NY_12,2020,336079,CAROLYN B MALONEY,Democrat,I,CARLOS SANTIAGO-CANO,Republican,,64.28,3061751.82,,-31.0,-3.1
NY_13_2010,NY_13,2010,131426,MICHAEL G GRIMM,Republican,C,MICHAEL E MCMAHON,Democrat,I,3.23,1249138.91,2910115.48,4.0,6.8
NY_13_2012,NY_13,2012,233172,CHARLES B RANGEL,Democrat,I,CRAIG SCHLEY,Republican,,69.76,1553263.27,,-41.0,-1.1
NY_13_2014,NY_13,2014,91834,CHARLES B RANGEL,Democrat,I,DANIEL VILA RIVERA,Other,C,63.8,1515860.56,2302.0,-42.0,5.7
NY_13_2016,NY_13,2016,255239,ADRIANO ESPAILLAT,Democrat,O,ROBERT A EVANS JR,Republican,,76.03,848411.33,,-42.0,1.1
NY_13_2018,NY_13,2018,190688,ADRIANO ESPAILLAT,Democrat,I,JINEEA BUTLER,Republican,C,89.03,592949.68,5826.0,-43.0,-8.6
NY_13_2020,NY_13,2020,267236,ADRIANO ESPAILLAT,Democrat,I,LOVELYNN GWINN,Republican,C,79.34,1256042.26,41348.2,-43.0,-3.1
NY_14_2010,NY_14,2010,150481,CAROLYN B MALONEY,Democrat,I,DAVID RYAN BRUMBERG,Republican,C,50.01,3532297.87,215659.68,-26.0,6.8
NY_14_2012,NY_14,2012,170995,JOSEPH CROWLEY,Democrat,I,WILLIAM F GIBBONS,Republican,,59.4,2722991.15,,-23.0,-1.1
NY_14_2014,NY_14,2014,67372,JOSEPH CROWLEY,Democrat,I,ELIZABETH PERRI,Other,,64.74,2668960.13,,-26.0,5.7
NY_14_2016,NY_14,2016,197301,JOSEPH CROWLEY,Democrat,I,FRANK J SPOTORNO,Republican,C,59.32,3135513.46,96104.15,-26.0,1.1
NY_14_2018,NY_14,2018,141204,ALEXANDRIA OCASIO-CORTEZ,Democrat,I,ANTHONY PAPPAS,Republican,C,64.53,1782301.81,2500.0,-29.0,-8.6
NY_14_2020,NY_14,2020,223611,ALEXANDRIA OCASIO-CORTEZ,Democrat,I,JOHN C CUMMINGS,Republican,C,42.14,17506284.55,11015378.43,-29.0,-3.1
NY_15_2010,NY_15,2010,127046,CHARLES B RANGEL,Democrat,I,MICHEL J FAULKNER,Republican,C,62.55,4139257.53,221289.45,-41.0,6.8
NY_15_2012,NY_15,2012,178645,JOSE E SERRANO,Democrat,I,FRANK L DELLA VALLE,Republican,,83.5,209532.08,,-41.0,-1.1
NY_15_2014,NY_15,2014,61268,JOSE E SERRANO,Democrat,I,EDUARDO RAMIREZ,Other,,87.91,165918.83,,-42.0,5.7
NY_15_2016,NY_15,2016,193703,JOSE E SERRANO,Democrat,I,ALEJANDRO VEGA,Republican,,82.37,276835.84,,-42.0,1.1
NY_15_2018,NY_15,2018,129751,JOSE E SERRANO,Democrat,I,JASON D GONZALEZ,Republican,,92.41,238235.31,,-44.0,-8.6
NY_15_2020,NY_15,2020,200205,RITCHIE TORRES,Democrat,O,PATRICK DELICES,Republican,,75.2,1831234.32,,-44.0,-3.1
NY_16_2010,NY_16,2010,71349,JOSE E SERRANO,Democrat,I,FRANK DELLA VALLE,Republican,,83.23,385796.23,,-41.0,6.8
NY_16_2012,NY_16,2012,270320,ELIOT L ENGEL,Democrat,I,JOSEPH MCLAUGHLIN,Republican,C,46.47,1182936.79,989.0,-19.0,-1.1
NY_16_2016,NY_16,2016,287556,ELIOT L ENGEL,Democrat,I,DERICKSON K LAWRENCE,Other,C,68.87,1223216.42,39151.3,-21.0,1.1
