race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
MN_4_2014,MN_4,2014,241637,BETTY MCCOLLUM,Other,I,SHARNA WAHLGREN,Republican,C,28.29,740086.05,130281.97,-11.0,5.7
MN_4_2016,MN_4,2016,351945,BETTY MCCOLLUM,Democrat,I,GREG RYAN,Republican,C,23.37,966856.3,62633.03,-11.0,1.1
MN_4_2018,MN_4,2018,328614,BETTY MCCOLLUM,Other,I,GREG RYAN,Republican,C,36.25,952969.49,20910.52,-14.0,-8.6
MN_4_2020,MN_4,2020,389114,BETTY MCCOLLUM,Democrat,I,GENE RECHTZIGEL,Republican,C,34.2,1001041.41,20075.05,-14.0,-3.1
MN_5_2010,MN_5,2010,228856,KEITH ELLISON,Democrat,I,JOEL DEMOS,Republican,C,43.53,1295839.38,89730.92,-23.0,6.8
MN_5_2012,MN_5,2012,351969,KEITH ELLISON,Democrat,I,CHRIS FIELDS,Republican,C,49.25,2160553.78,357683.14,-22.0,-1.1
MN_5_2014,MN_5,2014,236010,KEITH ELLISON,Democrat,I,DOUG DAGGETT,Republican,C,46.82,1984754.12,39018.76,-22.0,5.7
MN_5_2016,MN_5,2016,361875,KEITH ELLISON,Democrat,I,FRANK NELSON DRAKE,Republican,,46.78,2472467.93,,-22.0,1.1
MN_5_2018,MN_5,2018,343358,ILHAN OMAR,Other,O,JENNIFER ZIELINSKI,Republican,O,56.29,1029353.77,22754.65,-26.0,-8.6
MN_5_2020,MN_5,2020,398229,ILHAN OMAR,Democrat,I,LACY JOHNSON,Republican,C,38.43,5697933.66,12145455.75,-26.0,-3.1
MN_6_2010,MN_6,2010,303691,MICHELE BACHMANN,Republican,I,TARRYL CLARK,Other,C,12.72,11666973.44,4692865.08,7.0,6.8
MN_6_2012,MN_6,2012,355153,MICHELE BACHMANN,Republican,I,JIM GRAVES,Other,C,1.21,25580916.25,2551801.15,8.0,-1.1
MN_6_2014,MN_6,2014,236846,TOM EMMER,Republican,O,JOE PERSKE,Other,O,17.9,2030950.22,221219.02,10.0,5.7
MN_6_2016,MN_6,2016,358930,TOM EMMER,Republican,I,DAVID SNYDER,Other,,31.31,1767927.84,,10.0,1.1
MN_6_2018,MN_6,2018,315726,TOM EMMER,Republican,I,IAN TODD,Other,C,22.36,2171625.58,81577.21,12.0,-8.6
MN_6_2020,MN_6,2020,412307,TOM EMMER,Republican,I,TAWNJA ZAHRADKA,Other,C,31.54,2579116.7,54214.37,12.0,-3.1
MN_7_2010,MN_7,2010,241097,COLLIN C PETERSON,Democrat,I,LEE BYBERG,Republican,C,17.6,1269568.11,385260.79,5.0,6.8
MN_7_2012,MN_7,2012,327576,COLLIN C PETERSON,Democrat,I,LEE BYBERG,Republican,C,25.53,1497202.12,635147.02,5.0,-1.1
MN_7_2014,MN_7,2014,240835,COLLIN C PETERSON,Other,I,TORREY WESTROM,Republican,C,8.55,1569350.49,1023503.44,6.0,5.7
MN_7_2016,MN_7,2016,330823,COLLIN C PETERSON,Democrat,I,DAVE HUGHES,Republican,,5.03,684956.19,,6.0,1.1
MN_7_2018,MN_7,2018,281509,COLLIN C PETERSON,Other,I,DAVE HUGHES,Republican,C,4.26,1502558.51,258329.76,12.0,-8.6
MN_7_2020,MN_7,2020,363477,MICHELLE FISCHBACH,Republican,C,COLLIN C PETERSON,Democrat,I,13.54,2608185.58,2887984.21,12.0,-3.1
MN_8_2010,MN_8,2010,277081,CHIP CRAVAACK,Republican,C,JAMES L OBERSTAR,Democrat,I,1.59,630727.85,2223357.14,-3.0,6.8
MN_8_2012,MN_8,2012,353663,RICHARD NOLAN,Other,C,CHIP CRAVAACK,Republican,I,8.89,1228764.97,,-3.0,-1.1
MN_8_2014,MN_8,2014,266083,RICHARD M NOLAN,Democrat,I,STEWART MILLS,Republican,C,1.4,2113281.4,2130682.06,-1.0,5.7
MN_8_2016,MN_8,2016,356971,RICHARD M NOLAN,Democrat,I,STEWART MILLS,Republican,C,0.56,2892902.31,3777616.71,-1.0,1.1
MN_8_2018,MN_8,2018,314211,PETE STAUBER,Republican,O,JOE RADINOVICH,Other,O,5.54,1759366.79,2390502.73,4.0,-8.6
MN_8_2020,MN_8,2020,393711,PETE STAUBER,Republican,I,QUINN NYSTROM,Other,C,19.2,2618059.12,1557163.52,4.0,-3.1
MO_1_2010,MO_1,2010,184779,WM LACY CLAY,Democrat,I,ROBYN HAMLIN,Republican,C,49.93,635943.99,24158.0,-27.0,6.8
MO_1_2012,MO_1,2012,340583,WM LACY CLAY,Democrat,I,ROBYN HAMLIN,Republican,C,60.81,991857.04,7907.79,-27.0,-1.1
MO_1_2014,MO_1,2014,163494,WM LACY CLAY,Democrat,I,DANIEL J ELDER,Republican,,51.4,384886.95,,-28.0,5.7
MO_1_2016,MO_1,2016,314024,WM LACY CLAY,Democrat,I,STEVEN G BAILEY,Republican,,55.5,738018.68,,-28.0,1.1
MO_1_2018,MO_1,2018,274375,LACY CLAY,Democrat,I,ROBERT VROMAN,Republican,C,63.39,709121.11,0.0,-29.0,-8.6
MO_1_2020,MO_1,2020,316171,CORI BUSH,Democrat,C,ANTHONY ROGERS,Republican,I,59.82,1345333.87,,-29.0,-3.1
MO_2_2010,MO_2,2010,265632,W TODD AKIN,Republican,I,ARTHUR LIEBER,Democrat,C,38.78,825667.58,49234.37,9.0,6.8
MO_2_2012,MO_2,2012,394448,ANN WAGNER,Republican,I,GLENN KOENEN,Democrat,C,22.99,2500363.74,59565.31,7.0,-1.1
MO_2_2014,MO_2,2014,231117,ANN WAGNER,Republican,I,ARTHUR LIEBER,Democrat,C,31.5,1165958.97,56305.59,8.0,5.7
MO_2_2016,MO_2,2016,413296,ANN WAGNER,Republican,I,BILL OTTO,Democrat,C,20.87,1526930.25,463311.27,8.0,1.1
MO_2_2018,MO_2,2018,376066,ANN WAGNER,Republican,I,CORT VANOSTRAN,Democrat,C,3.95,4196374.44,2348132.03,8.0,-8.6
MO_2_2020,MO_2,2020,449348,ANN WAGNER,Republican,I,JILL SCHUPP,Democrat,C,6.37,6568319.89,4849789.0,8.0,-3.1
MO_3_2010,MO_3,2010,203085,RUSS CARNAHAN,Democrat,I,ED MARTIN,Republican,C,2.29,2276619.37,1514662.69,-7.0,6.8
MO_3_2012,MO_3,2012,338385,BLAINE LUETKEMEYER,Republican,I,ERIC C MAYER,Democrat,,30.63,1383737.11,,9.0,-1.1
MO_3_2014,MO_3,2014,191620,BLAINE LUETKEMEYER,Republican,I,COURTNEY DENTON,Democrat,,41.19,801186.21,,13.0,5.7
MO_3_2016,MO_3,2016,368333,BLAINE LUETKEMEYER,Republican,I,KEVIN MILLER,Democrat,,39.9,1012689.21,,13.0,1.1
MO_3_2018,MO_3,2018,324608,BLAINE LUETKEMEYER,Republican,I,KATY GEPPERT,Democrat,C,32.24,1935651.17,34234.48,18.0,-8.6
MO_3_2020,MO_3,2020,407348,BLAINE LUETKEMEYER,Republican,I,MEGAN REZABEK,Democrat,,40.94,2085423.07,,18.0,-3.1
MO_4_2010,MO_4,2010,225056,VICKY HARTZLER,Republican,C,IKE SKELTON,Democrat,I,5.31,1456175.72,3107552.19,14.0,6.8
MO_4_2012,MO_4,2012,318723,VICKY HARTZLER,Republican,I,TERESA HENSLEY,Democrat,C,24.82,1404887.77,815362.15,11.0,-1.1
MO_4_2014,MO_4,2014,176286,VICKY HARTZLER,Republican,I,NATE IRVIN,Democrat,,41.72,707937.36,,13.0,5.7
MO_4_2016,MO_4,2016,332234,VICKY HARTZLER,Republican,I,GORDON CHRISTENSEN,Democrat,C,39.98,918745.78,216337.44,13.0,1.1
MO_4_2018,MO_4,2018,293316,VICKY HARTZLER,Republican,I,RENEE HOAGENSON,Democrat,C,32.11,1355733.06,453311.95,17.0,-8.6
MO_4_2020,MO_4,2020,362836,VICKY HARTZLER,Republican,I,LINDSEY SIMMONS,Democrat,C,37.93,1343060.47,390437.54,17.0,-3.1
MO_5_2010,MO_5,2010,191423,EMANUEL CLEAVER,Democrat,I,JACOB TURK,Republican,C,9.14,607575.0,260727.32,-10.0,6.8
MO_5_2012,MO_5,2012,330942,EMANUEL CLEAVER,Democrat,I,JACOB TURK,Republican,C,23.61,1191843.18,369273.53,-10.0,-1.1
MO_5_2014,MO_5,2014,153635,EMANUEL CLEAVER,Democrat,I,JACOB TURK,Republican,C,6.63,1015923.41,142593.33,-9.0,5.7
MO_5_2016,MO_5,2016,324270,EMANUEL CLEAVER,Democrat,I,JACOB TURK,Republican,C,20.66,793180.46,123800.91,-9.0,1.1
MO_5_2018,MO_5,2018,283785,EMANUEL CLEAVER II,Democrat,I,JACOB TURK,Republican,C,26.06,1156848.57,102763.81,-7.0,-8.6
MO_5_2020,MO_5,2020,352430,EMANUEL CLEAVER,Democrat,I,RYAN DERKS,Republican,C,20.22,950093.63,76947.69,-7.0,-3.1
MO_6_2010,MO_6,2010,221912,SAM GRAVES,Republican,I,CLINT HYLTON,Democrat,C,38.91,1071725.74,9440.6,7.0,6.8
MO_6_2012,MO_6,2012,333688,SAM GRAVES,Republican,I,KYLE YARBER,Democrat,C,32.49,1132802.98,64992.0,9.0,-1.1
MO_6_2014,MO_6,2014,186970,SAM GRAVES,Republican,I,"W A ""BILL"" HEDGE",Democrat,C,37.15,1124266.27,52587.25,12.0,5.7
MO_6_2016,MO_6,2016,350444,SAM GRAVES,Republican,I,DAVID M BLACKWELL,Democrat,,39.58,1465582.25,,12.0,1.1
MO_6_2018,MO_6,2018,305409,SAM GRAVES,Republican,I,HENRY ROBERT MARTIN,Democrat,C,33.44,1619177.38,42895.31,16.0,-8.6
MO_6_2020,MO_6,2020,385779,SAM GRAVES,Republican,I,GENA L ROSS,Democrat,C,36.23,1655930.34,10530.02,16.0,-3.1
MO_7_2010,MO_7,2010,222431,BILLY LONG,Republican,O,SCOTT ECKERSLEY,Democrat,O,33.03,1272603.67,231882.79,17.0,6.8
MO_7_2012,MO_7,2012,318740,BILLY LONG,Republican,I,JIM EVANS,Democrat,C,32.96,639660.24,46658.0,17.0,-1.1
MO_7_2014,MO_7,2014,163957,BILLY LONG,Republican,I,JIM EVANS,Democrat,C,34.63,952886.74,110969.41,19.0,5.7
MO_7_2016,MO_7,2016,338607,BILLY LONG,Republican,I,"GENEVIEVE ""GEN"" WILLIAMS",Democrat,C,40.15,1640591.29,20964.32,19.0,1.1
MO_7_2018,MO_7,2018,296455,BILLY LONG,Republican,I,JAMIE DANIEL SCHOOLCRAFT,Democrat,C,36.14,1247421.45,56973.21,23.0,-8.6
MO_7_2020,MO_7,2020,369283,BILLY LONG,Republican,I,TERESA MONTSENY,Democrat,,42.3,1534977.2,,23.0,-3.1
MO_8_2010,MO_8,2010,195999,JO ANN EMERSON,Republican,I,TOMMY SOWERS,Democrat,C,36.8,2071160.3,1572930.34,15.0,6.8
MO_8_2012,MO_8,2012,300391,JO ANN EMERSON,Republican,I,JACK RUSHIN,Democrat,C,47.38,1438836.25,20787.9,13.0,-1.1
MO_8_2014,MO_8,2014,159224,JASON T SMITH,Republican,I,BARBARA STOCKER,Democrat,C,42.33,1589517.38,181809.64,17.0,5.7
MO_8_2016,MO_8,2016,308871,JASON SMITH,Republican,I,DAVE COWELL,Democrat,,51.73,1312776.97,,17.0,1.1
MO_8_2018,MO_8,2018,264399,JASON SMITH,Republican,I,KATHY ELLIS,Democrat,C,48.37,1364407.97,191275.16,24.0,-8.6
MO_8_2020,MO_8,2020,330226,JASON SMITH,Republican,I,KATHY ELLIS,Democrat,C,55.49,1516929.93,307255.73,24.0,-3.1
MO_9_2010,MO_9,2010,210358,BLAINE LUETKEMEYER,Republican,I,CHRISTOPHER W DWYER,Other,,55.1,1258857.07,,9.0,6.8
MS_1_2010,MS_1,2010,219093,ALAN NUNELEE,Republican,C,TRAVIS W CHILDERS,Democrat,I,14.46,1617120.09,1846375.69,14.0,6.8
MS_1_2012,MS_1,2012,309177,ALAN NUNNELEE,Republican,I,BRAD MORRIS,Democrat,C,23.51,1435627.81,204767.45,14.0,-1.1
MS_1_2014,MS_1,2014,151111,ALAN NUNNELEE,Republican,I,RON E DICKEY,Democrat,C,38.98,766958.12,4174.0,16.0,5.7
MS_1_2016,MS_1,2016,300423,TRENT KELLY,Republican,I,JACOB OWENS,Democrat,,40.78,950930.06,,16.0,1.1
MS_1_2018,MS_1,2018,236521,TRENT KELLY,Republican,I,RANDY MACK WADKINS,Democrat,C,34.52,897506.74,156965.51,16.0,-8.6
MS_1_2020,MS_1,2020,332795,TRENT KELLY,Republican,I,ANTONIA ELIASON,Democrat,C,37.49,837435.66,18424.09,16.0,-3.1
MS_2_2010,MS_2,2010,171356,BENNIE G THOMPSON,Democrat,I,BILL MARCY,Republican,,23.83,1343455.8,,-12.0,6.8
MS_2_2012,MS_2,2012,320244,BENNIE G THOMPSON,Democrat,I,BILL MARCY,Republican,,36.17,1765171.7,,-10.0,-1.1
MS_2_2014,MS_2,2014,148646,BENNIE G THOMPSON,Democrat,I,TROY RAY,Other,,43.21,1138673.87,,-13.0,5.7
MS_2_2016,MS_2,2016,286626,BENNIE G THOMPSON,Democrat,I,JOHN BOUIE II,Republican,C,37.96,1029507.38,0.0,-13.0,1.1
MS_2_2018,MS_2,2018,221379,BENNIE G THOMPSON,Democrat,I,TROY RAY,Other,,50.06,1034483.93,,-14.0,-8.6
MS_2_2020,MS_2,2020,297234,BENNIE G THOMPSON,Democrat,I,BRIAN FLOWERS,Republican,C,32.03,1099404.11,17890.71,-14.0,-3.1
MS_3_2010,MS_3,2010,194716,GREGG HARPER,Republican,I,JEOL L GILL,Democrat,C,36.8,688958.64,0.0,15.0,6.8
MS_3_2012,MS_3,2012,293322,GREGG HARPER,Republican,I,"JOHN ""LUKE"" PANNELL",Other,,60.04,672631.02,,15.0,-1.1
MS_3_2014,MS_3,2014,170946,GREGG HARPER,Republican,I,"DOUGLAS MACARTHUR ""DOUG"" MAGEE",Democrat,C,40.96,804135.65,0.0,14.0,5.7
MS_3_2016,MS_3,2016,316445,GREGG HARPER,Republican,I,DENNIS QUINN,Democrat,,35.83,1153288.68,,14.0,1.1
MS_3_2018,MS_3,2018,257271,MICHAEL GUEST,Democrat,O,MATTHEW HOLLAND,Other,,98.04,952203.2,,13.0,-8.6
MS_3_2020,MS_3,2020,341846,MICHAEL GUEST,Republican,I,"DOROTHY ""DOT"" BENFORD",Democrat,,29.34,554150.37,,13.0,-3.1
MS_4_2010,MS_4,2010,203384,STEVEN PALAZZO,Republican,C,GENE TAYLOR,Democrat,I,5.1,1058475.79,971236.16,20.0,6.8
MS_4_2012,MS_4,2012,285432,STEVEN M PALAZZO,Republican,I,MATT MOORE,Democrat,,35.26,710074.02,,20.0,-1.1
MS_4_2014,MS_4,2014,155576,STEVEN M PALAZZO,Republican,I,MATT MOORE,Democrat,,45.58,1180696.21,,21.0,5.7
MS_4_2016,MS_4,2016,278779,STEVEN M PALAZZO,Republican,I,MARK GLADNEY,Democrat,C,37.24,609274.42,61077.05,21.0,1.1
MS_4_2018,MS_4,2018,223732,STEVEN PALAZZO,Republican,I,JERAMEY ANDERSON,Democrat,C,37.48,770434.28,152283.77,21.0,-8.6
MT_0_2010,MT_0,2010,360341,DENNY REHBERG,Republican,I,DENNIS MCDONALD,Democrat,C,26.57,1400364.06,333295.13,7.0,6.8
MT_0_2012,MT_0,2012,479740,STEVE DAINES,Republican,O,KIM GILLAN,Democrat,O,10.53,2021595.6,991015.88,7.0,-1.1
MT_0_2014,MT_0,2014,367963,RYAN ZINKE,Republican,O,JOHN LEWIS,Democrat,O,15.0,4665054.67,1703086.35,7.0,5.7
MT_0_2016,MT_0,2016,507831,RYAN K ZINKE,Republican,I,DENISE JUNEAU,Democrat,C,15.64,6064302.48,2704818.6,7.0,1.1
MT_0_2018,MT_0,2018,504421,GREG GIANFORTE,Republican,I,KATHLEEN WILLIAMS,Democrat,C,4.63,9800102.35,4124015.03,11.0,-8.6
MT_0_2020,MT_0,2020,601509,MATT ROSENDALE,Republican,C,KATHLEEN WILLIAMS,Democrat,I,12.77,3848139.8,6362944.5,11.0,-3.1
NC_10_2010,NC_10,2010,183785,PATRICK T MCHENRY,Republican,I,JEFF GREGORY,Democrat,,42.35,1002397.3,,17.0,6.8
NC_10_2012,NC_10,2012,334849,PATRICK T MCHENRY,Republican,I,PATSY KEEVER,Democrat,C,13.98,1188998.63,534465.33,11.0,-1.1
NC_10_2014,NC_10,2014,218796,PATRICK T MCHENRY,Republican,I,TATE MACQUEEN,Democrat,C,22.04,1031565.33,82885.76,11.0,5.7
NC_10_2016,NC_10,2016,349744,PATRICK T MCHENRY,Republican,I,ANDY MILLARD,Democrat,C,26.28,2670567.42,382913.33,11.0,1.1
NC_10_2020,NC_10,2020,412284,PATRICK T MCHENRY,Republican,I,DAVID PARKER,Democrat,C,37.82,2351361.46,32121.46,20.0,-3.1
NC_11_2010,NC_11,2010,241471,HEATH SHULER,Democrat,I,JEFF MILLER,Republican,C,8.69,2212737.2,797644.54,6.0,6.8
NC_11_2012,NC_11,2012,331426,MARK MEADOWS,Republican,O,HAYDEN ROGERS,Democrat,O,14.85,1098849.79,725987.85,12.0,-1.1
NC_11_2014,NC_11,2014,230024,MARK MEADOWS,Republican,I,TOM HILL,Democrat,C,25.8,375785.52,14965.92,13.0,5.7
NC_11_2016,NC_11,2016,359508,MARK MEADOWS,Republican,I,RICK BRYSON,Democrat,,28.18,625816.42,,12.0,1.1
NC_11_2020,NC_11,2020,450145,MADISON CAWTHORN,Republican,O,MOE DAVIS,Democrat,,12.16,4612370.54,,9.0,-3.1
NC_12_2010,NC_12,2010,162007,MELVIN L WATT,Democrat,I,GREG DORITY,Republican,,29.74,591203.91,,-16.0,6.8
NC_12_2012,NC_12,2012,310908,MELVIN L WATT,Democrat,I,JACK BROSCH,Republican,C,59.27,857241.15,16221.0,-23.0,-1.1
NC_12_2014,NC_12,2014,172664,ALMA ADAMS,Democrat,I,VINCE COAKLEY,Republican,C,50.69,743807.02,366908.92,-26.0,5.7
NC_12_2016,NC_12,2016,349300,ALMA S ADAMS,Democrat,I,LEON THREATT,Republican,C,34.05,844480.86,41628.12,-16.0,1.1
NC_13_2010,NC_13,2010,209202,BRAD MILLER,Democrat,I,"WILLIAM ""BILL"" RANDALL",Republican,C,11.0,899442.09,211054.73,-5.0,6.8
NC_13_2012,NC_13,2012,370610,GEORGE HOLDING,Republican,O,CHARLES MALONE,Democrat,O,13.59,1680724.26,18132.48,9.0,-1.1
NC_13_2014,NC_13,2014,268709,GEORGE HOLDING,Republican,I,BRENDA CLEARY,Democrat,C,14.62,1449386.85,73180.8,8.0,5.7
NC_13_2016,NC_13,2016,355492,TED BUDD,Republican,I,BRUCE DAVIS,Democrat,C,12.21,591736.07,105549.85,5.0,1.1
NC_13_2020,NC_13,2020,391865,TED BUDD,Republican,I,SCOTT HUFFMAN,Democrat,C,36.36,1324658.73,190966.87,19.0,-3.1
NC_1_2010,NC_1,2010,174161,G K BUTTERFIELD,Democrat,I,ASHLEY WOOLARD,Republican,C,18.62,794383.25,134386.95,-9.0,6.8
NC_1_2012,NC_1,2012,338066,G K BUTTERFIELD,Democrat,I,PETE DILAURO,Republican,,52.46,836321.78,,-17.0,-1.1
NC_1_2014,NC_1,2014,210323,G K BUTTERFIELD,Democrat,I,ARTHUR RICH,Republican,C,46.76,703902.48,18722.0,-19.0,5.7
NC_1_2016,NC_1,2016,350699,G K BUTTERFIELD,Democrat,I,H POWELL DEW JR,Republican,C,39.66,857160.04,21148.0,-15.0,1.1
NC_1_2020,NC_1,2020,348618,G K BUTTERFIELD,Democrat,I,SANDY SMITH,Republican,C,8.35,887752.32,1683098.91,-5.0,-3.1
NC_2_2010,NC_2,2010,189774,RENEE ELLMERS,Republican,C,BOB ETHERIDGE,Democrat,I,0.78,908108.3,1904688.18,2.0,6.8
NC_2_2012,NC_2,2012,311397,RENEE L ELLMERS,Republican,I,STEVE WILKINS,Democrat,C,14.48,1190907.49,84862.47,11.0,-1.1
NC_2_2014,NC_2,2014,207607,RENEE L ELLMERS,Republican,I,CLAY AIKEN,Democrat,C,17.65,1820393.6,1181594.3,10.0,5.7
NC_2_2016,NC_2,2016,390567,GEORGE HOLDING,Republican,I,JOHN P MCNEIL,Democrat,C,13.42,,83558.88,8.0,1.1
NC_2_2020,NC_2,2020,495345,DEBORAH K ROSS,Democrat,O,ALAN D SWAIN,Republican,O,28.13,1840264.49,119441.48,-9.0,-3.1
NC_3_2010,NC_3,2010,199304,WALTER B JONES,Republican,I,JOHNNY G ROUSE,Democrat,C,46.11,577215.3,11071.39,16.0,6.8
NC_3_2012,NC_3,2012,309885,WALTER B JONES,Republican,I,ERIK ANDERSON,Democrat,C,26.22,745971.19,34108.0,10.0,-1.1
NC_3_2014,NC_3,2014,205597,WALTER B JONES,Republican,I,MARSHALL ADAME,Democrat,C,35.62,677380.93,23908.97,11.0,5.7
NC_3_2016,NC_3,2016,323701,WALTER B JONES,Republican,I,ERNEST T REEVES,Democrat,C,34.4,695578.94,0.0,11.0,1.1
NC_3_2020,NC_3,2020,362552,GREGORY F MURPHY,Republican,I,DARYL FARROW,Democrat,,26.77,1612717.53,,12.0,-3.1
NC_4_2010,NC_4,2010,271832,DAVID E PRICE,Democrat,I,"WILLIAM ""B J"" LAWSON",Republican,C,14.32,1335750.24,474716.28,-8.0,6.8
NC_4_2012,NC_4,2012,348485,DAVID E PRICE,Democrat,I,TIM D'ANNUNZIO,Republican,C,48.95,1085726.83,613740.0,-17.0,-1.1
NC_4_2014,NC_4,2014,227362,DAVID E PRICE,Democrat,I,PAUL WRIGHT,Republican,,49.49,688800.84,,-20.0,5.7
NC_4_2016,NC_4,2016,409541,DAVID E PRICE,Democrat,I,SUE GOOGE,Republican,C,36.44,793951.71,89822.27,-13.0,1.1
NC_4_2020,NC_4,2020,493719,DAVID E PRICE,Democrat,I,ROBERT THOMAS,Republican,,34.66,1030190.93,,-14.0,-3.1
NC_5_2010,NC_5,2010,213287,VIRGINIA FOXX,Republican,I,BILLY KENNEDY,Democrat,,31.77,575300.88,,15.0,6.8
NC_5_2012,NC_5,2012,349197,VIRGINIA FOXX,Republican,I,ELISABETH MOTSINGER,Democrat,C,15.09,721824.4,130813.23,12.0,-1.1
NC_5_2014,NC_5,2014,228252,VIRGINIA FOXX,Republican,I,"JOSHUA ""JOSH"" BRANNON",Democrat,C,22.04,693096.21,9946.0,11.0,5.7
NC_5_2016,NC_5,2016,355512,VIRGINIA FOXX,Republican,I,JOSH BRANNON,Democrat,,16.8,1205016.4,,9.0,1.1
NC_5_2020,NC_5,2020,385244,VIRGINIA FOXX,Republican,I,DAVID WILSON BROWN,Democrat,C,35.82,1963676.0,60667.5,18.0,-3.1
NC_6_2010,NC_6,2010,207759,HOWARD COBLE,Republican,I,SAM TURNER,Democrat,,50.42,925990.64,,18.0,6.8
NC_6_2012,NC_6,2012,364583,HOWARD COBLE,Republican,I,TONY FORIEST,Democrat,,21.85,639502.76,,11.0,-1.1
NC_6_2014,NC_6,2014,251070,MARK WALKER,Republican,O,LAURA FJELD,Democrat,O,17.35,824585.97,904778.86,10.0,5.7
NC_6_2016,NC_6,2016,351150,MARK WALKER,Republican,I,PETE GLIDEWELL,Democrat,,18.46,697129.76,,10.0,1.1
NC_6_2020,NC_6,2020,407129,KATHY MANNING,Democrat,O,LEE HAYWOOD,Republican,O,24.55,1769590.44,58341.56,-9.0,-3.1
NC_7_2010,NC_7,2010,212285,MIKE MCINTYRE,Democrat,I,ILARIO GREGORY PANTANO,Republican,C,7.36,1886261.63,1224846.07,5.0,6.8
NC_7_2012,NC_7,2012,336736,MIKE MCINTYRE,Democrat,I,DAVID ROUZER,Republican,C,0.19,2253833.62,1471357.34,11.0,-1.1
NC_7_2014,NC_7,2014,226504,DAVID ROUZER,Republican,O,JONATHAN BARFIELD JR,Democrat,O,22.24,1492826.12,60460.64,12.0,5.7
NC_7_2016,NC_7,2016,347706,DAVID ROUZER,Republican,I,J WESLEY CASTEEN,Democrat,C,21.83,742685.16,14887.38,9.0,1.1
NC_7_2020,NC_7,2020,452208,DAVID ROUZER,Republican,I,CHRISTOPHER M WARD,Democrat,C,20.65,1052924.78,4118.51,11.0,-3.1
NC_8_2010,NC_8,2010,167442,LARRY KISSELL,Democrat,I,HAROLD JOHNSON,Republican,C,9.34,1105921.9,1066423.85,2.0,6.8
NC_8_2012,NC_8,2012,302280,RICHARD HUDSON,Republican,C,LARRY KISSELL,Democrat,I,7.79,1543063.81,1308674.54,12.0,-1.1
NC_8_2014,NC_8,2014,187422,RICHARD HUDSON,Republican,I,ANTONIO BLUE,Democrat,C,29.73,1143349.16,6278.0,11.0,5.7
NC_8_2016,NC_8,2016,323045,RICHARD HUDSON,Republican,I,THOMAS MILLS,Democrat,C,17.55,2445102.02,400287.42,8.0,1.1
NC_8_2020,NC_8,2020,380555,RICHARD HUDSON,Republican,I,PATRICIA TIMMONS-GOODSON,Democrat,C,6.57,4404937.99,3931198.45,5.0,-3.1
NC_9_2010,NC_9,2010,230240,SUE WILKINS MYRICK,Republican,I,JEFF DOCTOR,Democrat,C,37.93,997492.01,111410.06,11.0,6.8
NC_9_2012,NC_9,2012,375690,JENNIFER ROBERTS,Democrat,O,CURTIS CAMPBELL,Other,,94.86,599487.3,,10.0,-1.1
NC_9_2016,NC_9,2016,332493,ROBERT PITTENGER,Republican,I,CHRISTIAN CANO,Democrat,C,16.36,1210766.06,59507.93,8.0,1.1
NC_9_2020,NC_9,2020,404124,DAN BISHOP,Republican,I,CYNTHIA L WALLACE,Democrat,C,11.18,4350726.69,808399.89,7.0,-3.1
ND_0_2010,ND_0,2010,236344,RICK BERG,Republican,C,EARL POMEROY,Democrat,I,9.84,2094846.76,3690646.07,10.0,6.8
ND_0_2012,ND_0,2012,316224,KEVIN CRAMER,Republican,O,PAM GULLESON,Other,O,13.19,1291733.07,1019196.67,10.0,-1.1
ND_0_2014,ND_0,2014,248670,KEVIN CRAMER,Republican,I,GEORGE SINNER,Other,C,17.06,1505728.11,921524.14,10.0,5.7
ND_0_2016,ND_0,2016,338459,KEVIN CRAMER,Republican,I,CHASE IRON EYES,Democrat,C,45.38,1033730.28,213602.98,10.0,1.1
ND_0_2018,ND_0,2018,321532,KELLY ARMSTRONG,Republican,O,MAC SCHNEIDER,Other,O,24.63,1653121.81,761526.66,16.0,-8.6
ND_0_2020,ND_0,2020,355598,KELLY ARMSTRONG,Republican,I,ZACH RAKNERUD,Other,C,41.41,1083764.31,26309.58,16.0,-3.1
NE_1_2010,NE_1,2010,163977,JEFF FORTENBERRY,Republican,I,IVY HARPER,Democrat,C,42.55,513943.39,21443.8,11.0,6.8
NE_1_2012,NE_1,2012,256095,JEFF FORTENBERRY,Republican,I,KOREY L REIMAN,Democrat,C,36.58,381321.91,28743.0,11.0,-1.1
NE_1_2014,NE_1,2014,179057,JEFF FORTENBERRY,Republican,I,DENNIS P CRAWFORD,Democrat,C,37.63,396337.36,44690.0,10.0,5.7
NE_1_2016,NE_1,2016,273238,JEFF FORTENBERRY,Republican,I,DANIEL M WIK,Democrat,,38.91,375031.73,,10.0,1.1
NE_1_2018,NE_1,2018,234781,JEFF FORTENBERRY,Republican,I,JESSICA MCCLURE,Democrat,C,20.72,651911.56,76893.31,11.0,-8.6
NE_1_2020,NE_1,2020,317566,JEFF FORTENBERRY,Republican,I,KATE BOLZ,Democrat,C,21.85,2465446.06,1145896.56,11.0,-3.1
NE_2_2010,NE_2,2010,154326,LEE TERRY,Republican,I,TOM WHITE,Democrat,C,21.61,1965742.63,1022346.03,6.0,6.8
